NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,datetime,feed_window
5.353,5.5075,0.03707,25.2463,16.1881,38.0557,2022-12-09 12:20:00,0
25.2176,8.0777,0.03811,18.4449,18.3802,15.576,2022-12-09 12:40:00,0
1.768,7.2723,0.02288,20.5282,5.082,27.3475,2022-12-09 13:00:00,2
22.6087,8.4647,0.02472,26.4593,15.2585,33.9462,2022-12-09 13:20:00,0
31.5277,5.7736,0.03218,25.6412,14.2354,30.5168,2022-12-09 14:00:00,0
12.7029,7.1916,0.02206,22.3517,16.0511,15.2035,2022-12-09 14:20:00,0
38.6975,5.7699,0.029,20.7013,13.3564,22.7562,2022-12-09 14:40:00,0
33.714,8.5121,0.04214,20.4217,5.7487,26.928,2022-12-09 16:00:00,2
32.5781,6.228,0.02301,25.3717,8.3049,28.9609,2022-12-09 16:20:00,1
28.2264,7.1388,0.02915,18.4655,11.6997,33.8105,2022-12-09 16:40:00,1
36.9236,7.3943,0.02695,26.3056,19.3952,34.7766,2022-12-09 17:00:00,0
31.7418,6.1519,0.04272,30.1706,19.3853,31.0147,2022-12-09 17:40:00,0
21.545,6.1309,0.04416,25.0521,16.0825,17.5403,2022-12-09 18:00:00,0
20.6739,5.9246,0.02254,29.4475,13.6214,24.0936,2022-12-09 18:20:00,0
28.166,6.2658,0.02735,30.524,13.9363,34.1996,2022-12-09 18:40:00,0
14.0427,7.2197,0.01763,25.6504,6.7618,28.8001,2022-12-09 19:00:00,2
2.3755,7.8311,0.02872,24.9271,15.0296,25.506,2022-12-09 19:20:00,0
30.1124,8.0162,0.03932,25.5258,15.5011,15.5082,2022-12-09 20:00:00,0
4.7193,8.2642,0.02376,26.6587,6.9529,23.327,2022-12-09 21:00:00,2
35.4727,7.5498,0.02539,24.4013,16.835,38.1386,2022-12-09 21:20:00,0
14.863,6.2908,0.03753,21.4195,15.1941,23.3995,2022-12-09 21:40:00,0
9.9562,5.723,0.03717,30.5233,14.3178,24.85,2022-12-09 22:40:00,0
25.5244,6.3278,0.02077,22.682,13.5754,15.4454,2022-12-09 23:00:00,0
37.4399,6.5134,0.0344,29.012,17.8073,30.2119,2022-12-09 23:40:00,0
20.887,6.1919,0.0153,24.6228,16.1871,28.1246,2022-12-10 00:00:00,0
24.2117,6.6334,0.03728,28.7586,6.5727,36.8772,2022-12-10 00:40:00,2
5.6747,6.2141,0.02572,24.7375,16.0022,39.6181,2022-12-10 01:00:00,0
36.7657,7.8349,0.02747,23.7375,13.7456,25.906,2022-12-10 01:40:00,0
29.2678,8.3895,0.03355,22.4185,15.8835,39.0551,2022-12-10 02:00:00,0
12.7387,6.5068,0.03197,29.9795,17.2305,32.2959,2022-12-10 02:20:00,0
9.5485,5.7878,0.02227,30.7508,17.5951,16.363,2022-12-10 02:40:00,0
34.4416,8.5362,0.03871,27.4873,9.9073,17.6856,2022-12-10 03:00:00,1
14.4114,6.2112,0.04456,28.2477,9.7531,16.8624,2022-12-10 03:20:00,1
26.3471,7.4393,0.04065,27.3815,11.1915,35.945,2022-12-10 04:00:00,1
5.402,7.9034,0.01529,22.3564,8.1225,38.9559,2022-12-10 05:00:00,1
30.7768,8.3102,0.02364,24.568,15.5223,36.4461,2022-12-10 05:20:00,0
5.7519,6.4125,0.02167,21.4171,9.6884,15.2368,2022-12-10 05:40:00,1
9.641,5.5617,0.01681,24.2967,18.4294,33.0076,2022-12-10 06:20:00,0
10.0994,7.3725,0.03596,19.403,11.8328,38.3826,2022-12-10 06:40:00,1
9.2431,7.8183,0.0396,30.768,7.4943,28.9754,2022-12-10 07:00:00,1
39.225,7.3079,0.03055,19.79,6.8406,31.0601,2022-12-10 07:40:00,2
5.4733,6.3254,0.02145,22.5278,12.3508,35.0432,2022-12-10 08:00:00,1
8.5372,7.8066,0.03217,28.5609,5.0156,20.6724,2022-12-10 08:40:00,2
24.0603,5.8866,0.02774,25.895,5.8223,19.6888,2022-12-10 09:40:00,2
28.5337,8.3852,0.02481,23.3549,17.2767,31.3323,2022-12-10 10:00:00,0
25.7158,6.9759,0.03509,19.7137,13.5862,34.0266,2022-12-10 10:20:00,0
14.1734,5.7561,0.03337,18.6226,18.1855,38.2483,2022-12-10 11:00:00,0
23.5243,8.3218,0.01744,26.8131,14.3216,20.3309,2022-12-10 11:20:00,0
18.2512,6.8249,0.01876,22.8801,5.2643,39.0775,2022-12-10 12:20:00,2
28.6035,7.5375,0.0295,24.9911,12.2253,33.2996,2022-12-10 13:00:00,1
14.2269,7.2506,0.02371,18.9099,9.9824,27.5118,2022-12-10 13:20:00,1
8.822,5.5398,0.03785,30.2611,17.5624,25.4317,2022-12-10 13:40:00,0
17.1681,8.3464,0.01748,19.406,9.6833,17.9555,2022-12-10 14:20:00,1
27.2377,5.8515,0.04056,18.5896,5.858,21.9823,2022-12-10 14:40:00,2
23.0568,7.5497,0.04445,22.9132,8.4209,39.7574,2022-12-10 15:00:00,1
3.5037,6.1246,0.04176,28.3013,15.8388,33.6631,2022-12-10 16:00:00,0
10.6296,7.0636,0.03762,18.5434,18.334,28.3134,2022-12-10 16:20:00,0
18.3387,5.5655,0.01612,25.1035,9.6129,27.8298,2022-12-10 17:00:00,1
39.8462,5.931,0.0222,26.5602,17.7544,19.7095,2022-12-10 17:20:00,0
24.1695,7.8478,0.015,23.1182,9.6603,26.4622,2022-12-10 17:40:00,1
24.3219,7.1798,0.04203,19.6377,10.8023,31.7033,2022-12-10 18:00:00,1
39.5733,8.9561,0.0278,23.9704,17.1553,35.1682,2022-12-10 18:20:00,0
29.7435,7.967,0.03271,24.6622,13.9549,18.3901,2022-12-10 19:20:00,0
29.2223,8.1092,0.04482,28.536,12.0439,38.2277,2022-12-10 20:00:00,1
32.0341,7.8395,0.03602,18.9776,10.1336,18.0464,2022-12-10 20:20:00,1
24.321,7.1357,0.01837,19.2939,14.0295,17.5095,2022-12-10 20:40:00,0
20.7274,7.2471,0.0433,24.5475,8.1222,21.5713,2022-12-10 21:00:00,1
31.0056,6.378,0.04278,24.8348,10.3353,17.7928,2022-12-10 22:00:00,1
8.9741,7.0336,0.02739,18.2611,13.6359,31.6892,2022-12-10 22:40:00,0
3.4487,8.0264,0.01576,23.2169,15.5497,30.939,2022-12-10 23:00:00,0
26.5039,6.133,0.01806,22.5871,10.7652,36.7354,2022-12-10 23:20:00,1
31.0832,5.9212,0.02616,18.9699,19.9735,33.1966,2022-12-10 23:40:00,0
16.2334,7.3532,0.016,19.199,9.1823,36.1654,2022-12-11 00:00:00,1
36.5756,8.1417,0.04114,20.5084,8.385,29.4163,2022-12-11 00:20:00,1
2.6855,7.0503,0.01675,30.8206,6.4023,23.9542,2022-12-11 00:40:00,2
18.8069,7.3958,0.02117,24.485,6.0765,38.9586,2022-12-11 01:00:00,2
8.9677,7.7192,0.01884,24.6118,19.0376,26.4349,2022-12-11 01:20:00,0
38.7611,5.6799,0.03962,22.714,6.1481,23.5069,2022-12-11 01:40:00,2
18.0934,7.5395,0.01711,21.2164,17.9115,28.6571,2022-12-11 02:00:00,0
16.2929,7.7584,0.02992,27.4319,10.7489,39.5554,2022-12-11 03:00:00,1
38.5648,5.7913,0.02144,29.8037,12.3669,18.4134,2022-12-11 03:40:00,1
13.4597,7.8815,0.03673,20.1058,12.1762,18.4279,2022-12-11 04:00:00,1
23.9927,6.7208,0.01907,28.6098,14.4874,28.1738,2022-12-11 04:20:00,0
10.6394,8.568,0.01613,20.8772,8.7356,20.4647,2022-12-11 04:40:00,1
35.7692,6.0089,0.04467,18.2571,5.1623,38.2254,2022-12-11 05:00:00,2
14.2419,6.1956,0.03718,27.8175,19.6049,17.5404,2022-12-11 05:40:00,0
26.6977,7.4637,0.04312,22.1758,14.7441,26.418,2022-12-11 06:20:00,0
16.6753,6.1339,0.01963,20.5238,18.4433,19.3089,2022-12-11 06:40:00,0
30.6913,6.0017,0.01872,27.2207,13.1499,19.1771,2022-12-11 07:00:00,0
28.6938,7.9589,0.02423,20.5668,14.3413,34.5378,2022-12-11 07:40:00,0
25.5732,5.7369,0.03046,24.0511,18.7936,27.1375,2022-12-11 08:00:00,0
25.3802,5.5947,0.0171,23.2878,11.7804,36.1189,2022-12-11 08:20:00,1
2.4352,7.2589,0.02844,26.6979,10.0164,19.0249,2022-12-11 08:40:00,1
23.4763,5.6745,0.018,23.0065,17.2994,31.5762,2022-12-11 09:20:00,0
2.662,7.3338,0.04434,29.8319,14.6448,22.8813,2022-12-11 10:00:00,0
24.1371,8.9441,0.03305,29.9137,10.4842,34.4601,2022-12-11 10:20:00,1
38.4903,6.2828,0.0182,22.9852,8.0502,16.5344,2022-12-11 10:40:00,1
23.4926,5.5921,0.03618,22.9159,10.7963,15.6223,2022-12-11 12:00:00,1
30.0656,6.247,0.02363,30.6253,15.1682,21.6089,2022-12-11 12:20:00,0
16.9483,7.7743,0.03185,23.7576,17.2914,30.5655,2022-12-11 12:40:00,0
17.5452,6.5631,0.03739,25.1069,14.3213,31.9477,2022-12-11 13:00:00,0
21.6643,5.989,0.02149,18.9305,9.6522,36.4271,2022-12-11 14:40:00,1
13.631,6.9518,0.02502,24.4989,8.8631,29.8793,2022-12-11 15:00:00,1
27.2941,6.0465,0.02359,19.9843,14.4792,35.448,2022-12-11 15:40:00,0
16.5107,8.7811,0.04029,29.3974,18.785,27.8529,2022-12-11 16:20:00,0
36.1234,6.1703,0.04483,23.7403,19.6524,35.6513,2022-12-11 17:00:00,0
12.4149,7.4438,0.02299,18.7319,17.4823,20.9769,2022-12-11 17:20:00,0
24.2865,7.4032,0.02505,22.5518,6.1515,26.3529,2022-12-11 17:40:00,2
26.0578,7.2561,0.01866,29.321,15.5689,16.3944,2022-12-11 18:20:00,0
30.3425,7.5461,0.03143,29.5527,15.5807,16.555,2022-12-11 18:40:00,0
35.0928,7.0958,0.03035,29.3428,13.8934,31.1172,2022-12-11 19:00:00,0
11.1241,5.997,0.02709,26.855,9.7476,31.679,2022-12-11 19:20:00,1
18.5116,5.9648,0.02351,20.3038,8.1696,35.937,2022-12-11 19:40:00,1
13.8462,6.9211,0.01946,21.6969,14.9513,28.6755,2022-12-11 20:00:00,0
11.959,6.9262,0.02037,26.1783,5.6827,29.5272,2022-12-11 20:20:00,2
29.4883,7.6404,0.02105,29.1717,6.7215,35.6775,2022-12-11 20:40:00,2
13.5788,7.875,0.0373,18.0379,19.2439,23.9911,2022-12-11 21:00:00,0
37.3419,6.6173,0.04292,28.6103,14.3113,17.9049,2022-12-11 21:20:00,0
36.6111,5.6828,0.02291,29.0816,11.9833,30.608,2022-12-11 21:40:00,1
31.2608,8.099,0.03671,28.3731,18.8825,20.5096,2022-12-11 22:00:00,0
13.2205,7.2465,0.01745,23.5185,9.0931,36.4677,2022-12-11 22:20:00,1
18.5835,8.502,0.03446,27.3866,11.9355,31.3132,2022-12-11 23:40:00,1
5.8072,7.6336,0.02381,28.6516,12.6336,25.6301,2022-12-12 00:00:00,1
6.07,7.1857,0.02984,24.5034,12.2275,15.0194,2022-12-12 01:00:00,1
20.5848,7.5069,0.04369,26.1033,6.0405,23.7761,2022-12-12 01:40:00,2
11.5284,8.5263,0.02029,26.9735,18.2678,22.3878,2022-12-12 02:20:00,0
19.8656,7.6745,0.04411,21.3118,5.6322,30.651,2022-12-12 02:40:00,2
19.8252,6.1304,0.02106,28.1344,19.6801,39.7736,2022-12-12 03:00:00,0
19.3517,6.803,0.03642,29.8875,17.2556,18.6356,2022-12-12 03:40:00,0
11.2574,7.6853,0.01531,21.3239,19.5592,22.4762,2022-12-12 04:00:00,0
7.3831,6.0567,0.02859,18.7775,18.3157,28.9691,2022-12-12 04:20:00,0
33.9894,7.2039,0.04201,20.296,6.4905,18.6561,2022-12-12 04:40:00,2
26.2495,8.7968,0.02612,22.7003,9.596,17.5174,2022-12-12 05:00:00,1
22.1307,8.1368,0.03957,26.3166,17.0808,25.2793,2022-12-12 06:20:00,0
30.9182,8.2179,0.03334,27.0741,12.0608,36.8855,2022-12-12 06:40:00,1
31.9814,7.1951,0.02119,23.8004,18.6325,30.3024,2022-12-12 07:00:00,0
28.5835,8.9001,0.02701,26.9888,13.6185,35.2567,2022-12-12 07:20:00,0
12.6533,6.5129,0.01997,22.6529,16.2532,33.2173,2022-12-12 07:40:00,0
39.4616,6.911,0.03892,19.8455,19.1417,34.0522,2022-12-12 08:00:00,0
38.5703,7.9086,0.02854,19.269,17.8179,34.2565,2022-12-12 08:40:00,0
27.7777,7.6604,0.03026,18.3738,7.6174,15.1773,2022-12-12 09:00:00,1
22.3585,6.3834,0.03643,24.2261,16.8557,18.61,2022-12-12 09:20:00,0
37.6668,7.6729,0.04235,18.2472,14.4188,28.1472,2022-12-12 10:00:00,0
5.3781,6.3356,0.0426,22.7714,13.6934,22.7214,2022-12-12 10:40:00,0
32.089,7.4613,0.01767,24.3858,11.4471,16.5598,2022-12-12 11:00:00,1
1.9574,8.304,0.02876,29.1121,5.4623,22.545,2022-12-12 11:20:00,2
32.5374,5.934,0.04069,18.3892,6.1943,25.6192,2022-12-12 11:40:00,2
26.4684,8.4408,0.02521,29.2958,10.3578,28.6346,2022-12-12 12:00:00,1
15.644,7.1372,0.0388,27.7462,10.0923,24.531,2022-12-12 12:20:00,1
11.3319,7.7853,0.02431,23.209,14.7831,18.4962,2022-12-12 13:00:00,0
13.671,6.8071,0.02805,20.1462,16.697,39.13,2022-12-12 13:40:00,0
34.4658,7.1722,0.02446,18.8458,11.242,22.1794,2022-12-12 14:00:00,1
19.535,6.4629,0.04265,20.2136,7.8906,35.5558,2022-12-12 14:40:00,1
5.3,6.5523,0.01566,24.7983,5.7704,25.1841,2022-12-12 15:00:00,2
37.2348,7.6648,0.03417,26.3839,9.6972,16.1966,2022-12-12 15:20:00,1
27.9365,8.0448,0.02141,24.6895,15.5905,38.493,2022-12-12 15:40:00,0
2.2001,7.4414,0.04264,27.4562,6.8162,38.7218,2022-12-12 17:00:00,2
16.4484,6.2311,0.03935,21.9486,11.715,26.251,2022-12-12 18:20:00,1
39.8964,5.5848,0.03426,25.2473,16.9427,16.199,2022-12-12 19:00:00,0
35.5045,7.313,0.03228,18.761,7.058,27.3757,2022-12-12 19:40:00,2
3.6968,6.2797,0.019,18.6651,14.289,19.1827,2022-12-12 20:00:00,0
27.5165,8.7024,0.0191,28.4625,14.7071,17.1755,2022-12-12 20:20:00,0
13.9964,5.7537,0.03614,23.4301,14.0042,18.0238,2022-12-12 21:40:00,0
14.949,5.5244,0.03009,26.5958,17.7986,25.4405,2022-12-12 22:00:00,0
16.315,8.5984,0.03349,18.3012,11.941,30.2903,2022-12-12 23:40:00,1
31.7231,6.6497,0.03361,22.5956,18.944,34.2169,2022-12-13 00:00:00,0
11.5504,8.7394,0.03735,28.8293,18.9035,22.7711,2022-12-13 00:40:00,0
21.2169,7.1707,0.02575,29.9705,19.5371,37.1055,2022-12-13 01:00:00,0
24.9229,6.9878,0.03867,22.3311,17.8235,22.6525,2022-12-13 01:20:00,0
29.3266,6.3793,0.04206,22.9421,19.2403,36.3683,2022-12-13 01:40:00,0
2.8954,6.1921,0.03832,20.148,8.0727,27.9815,2022-12-13 02:20:00,1
18.5418,7.505,0.02215,19.8684,5.5872,35.705,2022-12-13 02:40:00,2
36.3591,8.0826,0.04248,27.5822,8.869,15.5346,2022-12-13 03:00:00,1
26.5499,6.7352,0.02617,27.3597,19.3116,19.2241,2022-12-13 03:20:00,0
7.1282,8.2724,0.02788,30.7542,15.6028,36.7939,2022-12-13 05:00:00,0
34.4997,6.3015,0.01621,25.9702,13.9776,20.1603,2022-12-13 06:20:00,0
35.7728,7.9687,0.03049,27.0553,19.2683,25.6169,2022-12-13 06:40:00,0
28.3039,5.84,0.01554,29.5869,6.217,29.3008,2022-12-13 07:00:00,2
29.1662,6.3034,0.04374,24.3444,17.6476,16.485,2022-12-13 07:20:00,0
37.6007,5.7566,0.02344,19.8977,19.3094,32.1085,2022-12-13 07:40:00,0
21.0781,8.0861,0.04471,26.2547,5.6893,38.9305,2022-12-13 08:00:00,2
15.792,5.5755,0.02097,22.2065,12.804,16.8261,2022-12-13 09:20:00,1
2.8691,8.1626,0.04297,23.3064,17.2166,34.7811,2022-12-13 10:20:00,0
14.8513,8.6978,0.02085,23.877,18.4707,39.2231,2022-12-13 11:00:00,0
22.3843,6.6749,0.04485,21.3435,17.7294,24.4106,2022-12-13 12:00:00,0
39.7373,7.521,0.02524,30.8454,16.2905,29.8068,2022-12-13 12:20:00,0
2.1695,8.2326,0.04281,19.3789,17.6444,15.9623,2022-12-13 12:40:00,0
10.9736,8.1615,0.02847,23.5736,17.7323,28.6167,2022-12-13 13:00:00,0
26.5139,6.9033,0.03398,24.4642,18.4571,29.5066,2022-12-13 13:40:00,0
34.9581,5.8353,0.0204,26.7112,12.4953,25.7556,2022-12-13 14:20:00,1
35.3951,7.5158,0.01667,22.4312,15.9572,32.1547,2022-12-13 14:40:00,0
16.59,8.0165,0.02386,22.125,9.483,26.6829,2022-12-13 15:00:00,1
17.9187,7.0605,0.03449,18.6307,19.7736,26.2793,2022-12-13 15:40:00,0
14.8843,8.7455,0.02369,30.3834,12.8499,21.7081,2022-12-13 16:00:00,0
25.5747,5.7923,0.03272,18.255,13.6783,37.2253,2022-12-13 16:20:00,0
22.7279,7.6169,0.02159,26.4673,6.5656,34.8359,2022-12-13 16:40:00,2
19.2392,7.2346,0.02486,29.9625,14.4325,36.9998,2022-12-13 17:00:00,0
24.7058,8.3025,0.01966,29.004,9.9868,38.2009,2022-12-13 17:20:00,1
7.2332,7.7722,0.02158,19.6258,14.4335,18.5879,2022-12-13 17:40:00,0
34.1671,5.5747,0.01572,19.491,9.9219,21.3373,2022-12-13 18:00:00,1
30.7891,8.1795,0.02988,23.3524,10.6562,28.7431,2022-12-13 18:20:00,1
10.222,8.2252,0.03665,24.2863,10.6107,19.0918,2022-12-13 18:40:00,1
34.1071,7.8384,0.01933,29.8217,10.5862,31.1955,2022-12-13 19:00:00,1
5.0227,7.3778,0.03507,18.5132,15.979,26.7396,2022-12-13 20:20:00,0
10.4717,8.4419,0.03106,18.0158,19.259,20.7738,2022-12-13 20:40:00,0
26.1946,5.5481,0.03463,28.9498,6.4347,18.7009,2022-12-13 21:00:00,2
4.8316,7.4269,0.03845,19.0938,10.915,28.653,2022-12-13 21:40:00,1
6.8437,8.5967,0.0332,25.7773,8.2587,34.063,2022-12-13 22:00:00,1
24.3752,7.9219,0.03928,22.0969,9.8627,38.0463,2022-12-13 23:00:00,1
22.3177,8.4199,0.01642,19.1127,9.2616,36.9596,2022-12-13 23:20:00,1
27.8204,6.1196,0.02868,29.3017,8.8916,36.0976,2022-12-13 23:40:00,1
29.9613,7.0218,0.04361,28.0477,14.6025,28.8907,2022-12-14 00:20:00,0
9.8309,6.0574,0.03103,25.6661,10.1628,34.6439,2022-12-14 00:40:00,1
33.5541,8.8875,0.02848,22.9468,9.8694,30.5796,2022-12-14 01:00:00,1
10.2477,7.7748,0.0432,27.5054,8.6935,27.1125,2022-12-14 01:20:00,1
3.0182,8.1148,0.02413,27.1358,14.919,32.1627,2022-12-14 02:00:00,0
32.4353,7.9519,0.01665,20.288,10.5678,37.9395,2022-12-14 02:40:00,1
16.9026,8.2847,0.04413,23.0426,19.4457,25.0341,2022-12-14 03:00:00,0
5.5729,8.7384,0.03767,30.1126,9.4802,37.73,2022-12-14 03:40:00,1
21.7225,6.93,0.0288,22.5365,13.1878,29.8394,2022-12-14 04:20:00,0
17.4082,6.9944,0.01801,18.9468,18.9326,35.0822,2022-12-14 04:40:00,0
7.8255,8.6734,0.02945,21.9466,6.311,32.0085,2022-12-14 05:40:00,2
32.2106,7.3789,0.01663,19.7584,19.0401,28.8898,2022-12-14 06:00:00,0
13.1444,6.0961,0.0439,28.7071,13.5424,20.3962,2022-12-14 07:00:00,0
13.6957,6.0488,0.02041,26.1507,14.5197,39.7046,2022-12-14 07:20:00,0
30.5479,5.967,0.03425,19.4479,5.1928,36.1706,2022-12-14 07:40:00,2
6.2032,8.4491,0.01998,20.065,10.2951,24.443,2022-12-14 08:20:00,1
3.1153,5.9615,0.04186,27.5605,17.3567,34.8804,2022-12-14 08:40:00,0
11.3303,6.9491,0.04447,18.9635,6.9424,34.6247,2022-12-14 09:00:00,2
32.8848,6.1165,0.02495,24.3707,9.8231,31.543,2022-12-14 09:20:00,1
37.1107,6.8281,0.04387,25.3763,14.2788,23.5061,2022-12-14 10:00:00,0
24.8478,8.5368,0.01561,29.179,13.4154,36.8064,2022-12-14 10:20:00,0
38.8465,6.2414,0.0205,20.5302,6.0214,32.4442,2022-12-14 11:00:00,2
1.4373,6.5982,0.03058,18.2112,5.687,34.2708,2022-12-14 11:20:00,2
25.9285,6.8057,0.02262,24.1628,19.5314,18.0542,2022-12-14 12:00:00,0
18.2276,7.649,0.04221,29.3228,13.7418,28.5866,2022-12-14 12:20:00,0
39.4914,6.3221,0.03866,29.331,19.6578,35.4935,2022-12-14 12:40:00,0
36.0098,8.0628,0.01887,22.6278,6.1322,34.4909,2022-12-14 13:20:00,2
24.3341,7.9169,0.02478,28.1125,12.681,30.9544,2022-12-14 13:40:00,1
23.4744,6.3313,0.03502,22.9162,19.6674,38.1003,2022-12-14 14:00:00,0
10.4217,5.7643,0.02961,30.8201,6.3566,16.1538,2022-12-14 15:20:00,2
39.817,8.8163,0.0312,26.9679,7.0122,28.02,2022-12-14 16:00:00,2
25.692,8.2231,0.03668,19.6333,19.6495,26.1957,2022-12-14 17:00:00,0
36.6994,7.1243,0.0271,21.9355,15.4516,35.0809,2022-12-14 17:20:00,0
19.4217,8.9519,0.01537,29.4424,5.9597,38.3452,2022-12-14 18:00:00,2
16.6413,6.4015,0.02184,27.6794,19.4117,34.8867,2022-12-14 18:40:00,0
27.4968,6.534,0.02714,18.5535,8.0096,30.4063,2022-12-14 19:00:00,1
20.9699,6.3441,0.02834,25.1871,9.8068,34.7964,2022-12-14 19:20:00,1
37.672,5.9659,0.0272,24.8494,6.9679,37.2912,2022-12-14 19:40:00,2
1.0839,8.5061,0.02917,29.8653,15.7978,19.0392,2022-12-14 20:00:00,0
24.0677,8.9186,0.0294,25.7749,14.9722,39.6914,2022-12-14 20:20:00,0
34.4393,8.4768,0.01685,27.1165,18.8783,34.7206,2022-12-14 20:40:00,0
32.5484,8.0074,0.0183,21.5299,14.9852,34.5451,2022-12-14 21:00:00,0
36.1754,5.6228,0.03696,24.5359,5.5951,31.3935,2022-12-14 21:20:00,2
34.7762,6.3364,0.02445,19.8695,8.6389,15.435,2022-12-14 21:40:00,1
24.2357,5.6871,0.02198,24.3466,12.2095,29.1763,2022-12-14 22:00:00,1
35.9463,6.2263,0.03787,19.6342,19.8711,25.1456,2022-12-14 22:20:00,0
8.9951,5.779,0.04279,30.4719,6.9969,23.5834,2022-12-14 23:00:00,2
24.35,7.2483,0.02012,26.9752,10.5237,24.4942,2022-12-14 23:20:00,1
39.1956,7.4884,0.02782,27.0588,10.3691,20.0583,2022-12-14 23:40:00,1
15.9588,6.5723,0.01734,30.1494,18.1481,38.1355,2022-12-15 00:00:00,0
30.2171,7.3459,0.02162,30.0846,14.1559,32.1057,2022-12-15 00:20:00,0
39.781,7.7219,0.03924,19.2434,19.4658,26.4723,2022-12-15 00:40:00,0
21.3105,7.8848,0.03905,18.702,7.4822,24.1422,2022-12-15 01:20:00,1
7.3574,7.0057,0.02264,29.4489,9.998,29.9093,2022-12-15 01:40:00,1
23.5247,6.7423,0.02633,23.1067,8.1672,17.7622,2022-12-15 02:00:00,1
5.2507,5.7284,0.0296,28.2157,14.6507,33.3616,2022-12-15 03:20:00,0
10.4804,7.1668,0.0313,27.4623,5.4986,15.1382,2022-12-15 03:40:00,2
7.6608,7.7444,0.03315,26.4222,18.9871,24.7254,2022-12-15 04:00:00,0
6.3309,6.8374,0.02736,25.9745,12.0348,36.7167,2022-12-15 04:20:00,1
16.264,8.3674,0.02462,30.2117,16.6205,23.2964,2022-12-15 04:40:00,0
34.9189,7.2859,0.04404,19.4214,17.0321,31.9532,2022-12-15 05:00:00,0
27.3705,5.8865,0.03323,22.5316,11.4605,29.7247,2022-12-15 05:20:00,1
27.1353,5.657,0.03421,22.4151,12.3581,28.9741,2022-12-15 05:40:00,1
33.2813,6.896,0.01645,21.3706,8.5882,27.577,2022-12-15 06:00:00,1
26.7909,6.8457,0.03309,22.7772,12.5045,18.2108,2022-12-15 06:20:00,1
38.7137,5.9154,0.03757,23.2661,6.6916,25.0334,2022-12-15 06:40:00,2
18.9867,7.3054,0.02525,22.3649,7.5064,16.2861,2022-12-15 07:40:00,1
15.3185,7.5409,0.04291,19.4477,6.9514,18.7794,2022-12-15 08:20:00,2
14.6357,8.006,0.01741,28.6442,10.4038,26.6332,2022-12-15 08:40:00,1
10.3641,6.386,0.02084,21.4779,5.9743,26.9309,2022-12-15 09:20:00,2
14.3957,5.7916,0.02125,29.6005,13.4867,26.5322,2022-12-15 10:00:00,0
17.6804,5.9241,0.02878,28.32,19.0438,27.6888,2022-12-15 10:20:00,0
11.2841,6.9154,0.02625,24.3886,13.1206,23.2625,2022-12-15 11:00:00,0
33.6674,8.0985,0.02026,18.1079,17.2089,19.3401,2022-12-15 12:00:00,0
38.1234,5.9277,0.03313,28.0938,18.9463,24.7429,2022-12-15 12:40:00,0
6.5368,8.005,0.02329,24.1403,16.2467,39.4493,2022-12-15 14:00:00,0
15.6755,6.9132,0.03278,24.991,16.5604,34.108,2022-12-15 14:40:00,0
12.6952,5.6982,0.02738,25.852,6.2601,34.9002,2022-12-15 15:00:00,2
19.1492,6.8964,0.04057,29.152,6.3999,16.1039,2022-12-15 15:20:00,2
3.5858,7.8574,0.02173,20.6815,9.0995,27.1981,2022-12-15 15:40:00,1
2.0038,5.8152,0.04158,21.6711,14.9907,15.1036,2022-12-15 16:20:00,0
9.9923,8.0069,0.03283,24.0957,12.6696,35.4995,2022-12-15 17:00:00,1
26.2788,8.9611,0.0212,19.7812,18.583,19.9615,2022-12-15 17:20:00,0
9.2846,7.0154,0.03784,27.6417,19.7227,33.2874,2022-12-15 17:40:00,0
14.4394,5.9012,0.02679,30.4423,5.6443,36.116,2022-12-15 18:00:00,2
11.3791,8.9905,0.03916,19.3684,11.2687,29.9053,2022-12-15 18:40:00,1
36.6772,8.7028,0.01691,23.8947,5.6839,26.2256,2022-12-15 19:40:00,2
2.845,6.8797,0.02187,26.9159,18.1917,25.1102,2022-12-15 21:20:00,0
6.9391,5.7117,0.03756,21.7042,6.3115,26.5456,2022-12-15 21:40:00,2
10.4309,7.3206,0.02946,25.3887,7.9766,16.9734,2022-12-15 22:40:00,1
26.227,8.64,0.03128,18.8149,11.3567,27.7881,2022-12-15 23:40:00,1
20.7287,6.9722,0.02712,26.0844,11.2918,38.5874,2022-12-16 00:40:00,1
10.3757,6.9782,0.03666,28.3449,19.3622,19.9731,2022-12-16 02:00:00,0
23.1768,8.9194,0.04226,26.7574,16.9256,37.797,2022-12-16 02:20:00,0
34.0825,8.3026,0.03919,27.4196,13.5031,15.0856,2022-12-16 02:40:00,0
2.1247,6.0743,0.03889,24.7663,19.4074,20.8998,2022-12-16 03:00:00,0
35.5109,8.623,0.03413,19.8263,6.381,28.3883,2022-12-16 03:20:00,2
35.9772,5.5255,0.0352,25.5963,18.6105,37.8473,2022-12-16 03:40:00,0
8.7977,8.977,0.04116,18.9418,14.6805,38.4584,2022-12-16 04:00:00,0
13.0962,8.0839,0.0219,20.7727,8.3938,22.7437,2022-12-16 04:40:00,1
1.2936,8.935,0.01883,23.9039,7.7367,19.6208,2022-12-16 06:00:00,1
29.6164,8.4904,0.01666,20.3987,10.557,23.1752,2022-12-16 06:20:00,1
